PID^Product Id^Mfr Name^MFr P/N^Price^Coo^Short Description^UPC^UOM,,,,,,,,,,,,
9623250^00739PMTGROM8^Eaton Corporation^PMTGROM8^39^WL PARAMOUNT 8GROMMETS ^^EA^,,,,,,,,,,,,
9626535^00739L630R117^Eaton Corporation^L630R117^148^17FT DISTRIBUTION WHIP WITH L3-60R^^EA^,,,,,,,,,,,,
10196173^00026B9091BK^ABILITY ONE^B9091BK^70^TASK FABRIC CHAIR W/ARMS BLACK^^EA^,,,,,,,,,,,,
9352145^00461W2YRB^CHERRY Corp^W2YRB^18^2YR WARR FOR CHERRY KEYBOARD 99.01-199.99^^EA^,,,,,,,,,,,,
9541625^00739ZP23415000XX100^Eaton Corporation^ZP23415000XX100^36546^BLADEUPS 48KW 208V/BTM ENT/MBM/SNMP/MOD BUS^^EA^,,,,,,,,,,,,
9417727^00497LDB48^Coffeepro^LDB48^30^LOLLIPOP;GOURMET NON RETURNABLE^^EA^,,,,,,,,,,,,
9667459^007390660C060AEKCNAAI^Eaton Corporation^0660C060AEKCNAAI^1570^PW9170P 6 SLOT ENCLOSURE HW/ RECPS BLACK^^EA^,,,,,,,,,,,,
9831404^00987871604CT^Gojo Industries, Inc^871604CT^34^US^SOAP;FOAM;BOTANICAL^^EA,,,,,,,,,,,
10026479^0124141450CP3^Ka-Bar^41450CP3^20^KNIFE," KA-FILLET 6"" FISHING - weight:0.49 height:6 length:16 UPC '617717414503'^^EA^",,,,,,,,,,,
9196340^002803120634BTI^Battery Technology, Inc^3120634BTI^99^9C BATT DELL INSPIRON 1525 1526 312-0626 0WK379 GP952 GW240^^EA^,,,,,,,,,,,
9201762^00291F8V10012BK^Belkin International, Inc^F8V10012BK^3^12FT RJ11 BLK M/M CROSS MODULAR PATCH CORD^^EA^,,,,,,,,,,,
9638275^0060732TJ32CT^Dart Container Corp^32TJ32CT^656^CONT;FOOD;FOAM;32OZ^^EA^,,,,,,,,,,,,
10207941^01483MS511CHC^Media Sciences^MS511CHC^101^TONER;DELL5110;CYAN^^EA^,,,,,,,,,,,,
9590632^00739FE020BB3A0A0A0B^Eaton Corporation^FE020BB3A0A0A0B^2697^FE1 4KVA TOWER 120V L5-15P 3OUT 5-15R 45MIN FULL LOAD^^EA^,,,,,,,,,,,,
10196911^01435280727EA^MANCO, INC^280727EA^4^BOX;HEAVY DUTY;18X18X24;BN^^EA^,,,,,,,,,,,
9649727^00739PWHR12500W4FRA809132^Eaton Corporation^PWHR12500W4FRA809132^31040^8X5 80BATTERY INSTALLATION SN EB072CBA04^^EA^,,,,,,,,,,,,
9591171^00739FH000JC3A0A0A0B^Eaton Corporation^FH000JC3A0A0A0B^4872^FERRUPS 3.1KVA UPS 120V 14MIN L5-30P IN 6X5-20R OUT W/DVR^^EA^,,,,,,,,,,,,
9548060^007399PV20D0005E20R2^Eaton Corporation^9PV20D0005E20R2^49539^93PM UPS 200KVA 3PH 480V ^^EA^,,,,,,,,,,,,
10223127^01483MS7000C^Media Sciences^MS7000C^91^TONER;OKI 7000 SERIES;CYAN^^EA^,,,,,,,,,,,,
10208424^01483MS7000Y^Media Sciences^MS7000Y^91^TONER;OKI 7000 SERIES;YW^^EA^,,,,,,,,,,,,
10210720^014384034CT^Marcal Paper Mills, Inc.^4034CT^52^TISSUE;FACIAL;WE^^EA^,,,,,,,,,,,
9548839^007399PL14N0005E20R2^Eaton Corporation^9PL14N0005E20R2^39788^93PM 140KVA UPS PXGX SIDECAR MBP^^EA^,,,,,,,,,,,,
9549662^007399PZABAE28020000^Eaton Corporation^9PZABAE28020000^25268^93PM BATTERY CABINET 432VDC ^^EA^,,,,,,,,,,,,
9551058^007399SW3Y3000BC^Eaton Corporation^9SW3Y3000BC^131^3YR EXT WARR EBM ADV EXCHANGE NEW PRODUCT^^EA^,,,,,,,,,,,,
9214391^00280970V9BTI^Battery Technology, Inc^970V9BTI^99^9C BATT DELL LATI 451-BBID 970V9^^EA^,,,,,,,,,,,
9612248^00685SM217^Dixie Foods^SM217^23^US^SPOON;SOUP;WH^078731903426^EA,,,,,,,,,,,,
9613515^00723PC1300^Duracell^PC1300^10^US^BATTERY;ALKA;PROCELL;D;12^041333513409^EA,,,,,,,,,,,,
9649135^00739PW306BA0U246^Eaton Corporation^PW306BA0U246^484^EPDU L21-20P 0U 18X5-20R 6XL6-20R BA^^EA^,,,,,,,,,,,,
9318350^00383WC57453SU^Bush Industries, Inc.^WC57453SU^216^PEDESTAL;3 DRWR;MCY;ASSEM^^EA^,,,,,,,,,,,
9317097^003832930CSA203^Bush Industries," Inc.^2930CSA203^240^DESK;L;60"";BOX2OF2;HARCY^^EA^",,,,,,,,,,,
10352560^0203146901S^Royal Consumer Information Pro^46901S^5^CN^PAPER;STAR;CONFETI;100/PK^071064469010^EA,,,,,,,,,,,,
9827287^0098184087BLK^Globe-Weis^84087BLK^13^PCKT;FILE;ZIP;FABRIC;LTR;BK^^EA^,,,,,,,,,,,,
10195288^00026B670^ABILITY ONE^B670^90^HEAVY DUTY TASK CHAIR BLACK^^EA^,,,,,,,,,,,,
10157846^01393LP360020AM^Lowepro^LP360020AM^8^BAG, HIPSHOT 20, CHERRY/BLACK, CASE weight:0.15 height:2.6 length:8.4 UPC '056035360022'^^EA^,,,,,,,,,
10320829^01794S0908820^Parker^S0908820^15^PEN;JOTTER;PREM;BALLPNT;SS NON RETURNABLE^^EA^,,,,,,,,,,,,
9629473^0060712U16ESCCT^Dart Container Corp^12U16ESCCT^102^CUP;12OZ;FUSON ESC;BR/BK^^EA^,,,,,,,,,,,,
10193237^01426P2207^Magna Visual," Inc^P2207^3^TAPE;MAGNA;1/16""X1/2""X7'^^EA^",,,,,,,,,,,
10390201^020467043WH^SAFCO PRODUCTS^7043WH^336^CHAIR; THRILL TASK^^EA^,,,,,,,,,,,,
10429114^01812LCT620ATG^Peerless Industries Inc^LCT620ATG^220^Peerless-AV LCT620AT-G - Mounting kit (3 articulating arms," desk grommet) for 3 LCD displays - aluminum - screen size: 10""-24""^^EA^",,,,,,,,,,,
9573385^00739EGENX60ANAN^Eaton Corporation^EGENX60ANAN^21518^60KW LIQUID COOLED 1PH 120/240V NG 3600 RPM AL^^EA^,,,,,,,,,,,,
10003602^01321LKN444^Lansky^LKN444^20^Madrock World Legal Slip Joint Knife weight:12 height:12 length:13 UPC '8099907917'^^EA^,,,,,,,,,,,,
10336915^01954TEM547B^Quartet^TEM547B^221^BOARD;6X4;2 TTL ERASE;BLACK^^EA^,,,,,,,,,,,,
9591194^00739FERBAT5X8INST^Eaton Corporation^FERBAT5X8INST^748^8X5 FERRUPS BATTERY INSTALL AND REMOVAL^^EA^,,,,,,,,,,,,
10003645^01321LKN003^Lansky^LKN003^16^Evader Folding Pocket Knife weight:6 height:12 length:13 UPC '80999087831'^^EA^,,,,,,,,,,,,
10273326^01486CUR9226^Medline Industries, Inc^CUR9226^9^GLOVES;VINYL;EXAM;L^^EA^,,,,,,,,,,,
9587242^00739ETNRS19281U10^Eaton Corporation^ETNRS19281U10^260^SHELF ROLL-OUT 19IN 1UX28IN 100LBS^^EA^,,,,,,,,,,,,
9708327^007399PA05D2107A00R2^Eaton Corporation^9PA05D2107A00R2^25779^93PM UPS 50KW 480V INT BATT/MBS ^^EA^,,,,,,,,,,,,
10058260^012621556TBW^Kershaw Knives^1556TBW^30^Cryo II Tanto - Blackwash weight:0.42 height:1 length:4.5 UPC '087171036243'^^EA^,,,,,,,,,,,,
9580745^00739EPBZ74^Eaton Corporation^EPBZ74^128^BASIC EPDU 16A 5-20P/5-20R 14X5-15/20R^^EA^,,,,,,,,,,,,
9686044^00739TC1012001133010^Eaton Corporation^TC1012001133010^34520^Eaton 9390 - Power array - AC 480 V - 90 kW - 100000 VA - 3-phase^^EA^,,,,,,,,,,,,
9319394^00404PGI9R^Canon, Inc^PGI9R^12^CRTDG;INKTANK;PGI9;RD^^EA^,,,,,,,,,,,
9622184^00739JDF8424L^Eaton Corporation^JDF8424L^24513^WL DOOR FRAME 84X24 ^^EA^,,,,,,,,,,,,
10169065^0169418823M^NuDell Platics^18823M^23^FRAME;11X14;PLAQUE;MAH^^EA^,,,,,,,,,,,,
9297761^003770845BKXC^Buck Knives^0845BKXC^30^Vantage Force -Serrated  weight:0.37 height:5.38 length:7.75 UPC '33753111952'^^EA^,,,,,,,,,,,,
10172041^015582362007N20^MMF Cash Drawer Company^2362007N20^272^CA^BAG;BUNDLE;20X24^078541172708^EA,,,,,,,,,,,,
9693131^00739W1FL47NXDX0050^Eaton Corporation^W1FL47NXDX0050^1378^Eaton Flex Onsite - Extended service agreement - parts and labor - 1 year - on-site - 24x7 - response time: 4 h^^EA^,,,,,,,,,,,,
10157316^01206AZ1417^Itoya Of America, Ltd^AZ1417^2^PORT;ENVELOPE ZIP14 X 17CL^^EA^,,,,,,,,,,,
9345939^00461G803850LYBEU2^CHERRY Corp^G803850LYBEU2^70^MX3.0 US INTERNATIONAL 104 KEY LAYOUT LASERED KEYS BLK USB MX RED^^EA^,,,,,,,,,,,,
10031035^01190GCS1734KM1^Iogear, Inc^GCS1734KM1^100^4PORT USB GCS1734-KM1 KVMP WITH WRLS KEYBOARD MOUSE KIT DUAL PLATFM^^EA^,,,,,,,,,,,
10052249^012621550STX^Kershaw Knives^1550STX^51^BLACKOUT , SERRATED weight:0.26 height:0 length:0 UPC '087171155036'^^EA^,,,,,,,,,,,
9709096^00739W2SU66NXXX0080^Eaton Corporation^W2SU66NXXX0080^1253^ONSITE STARTUP 5X8 SCHEDULING BLADE UPS^^EA^,,,,,,,,,,,,
9706287^00739W2FL875XXX0010^Eaton Corporation^W2FL875XXX0010^862^CVG ONLY 24X7 8HR RSP FLEX ^^EA^,,,,,,,,,,,,
9689085^00739TB0812A61130011^Eaton Corporation^TB0812A61130011^28529^9390 80KVA UPS 480/480V PXGX REMOTE INSTALL^^EA^,,,,,,,,,,,,
9734131^01048CF117A^HEWLETT-PACKARD^CF117A^1989^PRINTER;LJ ENT500 MFP M525F^^EA^,,,,,,,,,,,,
9547290^007399PG08N0000E20R2^Eaton Corporation^9PG08N0000E20R2^30408^93PM 80KVA UPS ^^EA^,,,,,,,,,,,,
10009011^01233CB018425CT^JOHNSON DIVERSEY^CB018425CT^68^SPRAY;INSECT REPLLNT;12CT^^EA^,,,,,,,,,,,,
10009015^01233CB723725^JOHNSON DIVERSEY^CB723725^5^AEROSOL;LEMON;PLEDGE;9.7OZ^^EA^,,,,,,,,,,,,
10390214^020465527GR^Safco Products^5527GR^457^LOCKER;BOX;3 COLUMN^^EA^,,,,,,,,,,,,
9814805^00981B3010DTYEL^Globe-Weis^B3010DTYEL^33^JACKET;FLAT;DT;YEL;LT;100BX^^EA^,,,,,,,,,,,,
10025273^012411477FG^Ka-Bar^1477FG^32^KNIFE, TDI LAW ENFORCE-FOLIAGE weight:0.44 height:3.8 length:7.6 UPC '617717314773'^^EA^,,,,,,,,,,,
10027144^0124131251S9^Ka-Bar^31251S9^6^SHEATH, LEATHER, USA LOGO-BRN weight:0.2 height:13.4 length:2.8 UPC '617717312519'^^EA^,,,,,,,,,,
10050252^01249HRFC2^Kaz Home Enviornment^HRFC2^22^MX^FILTER;2PK REPLACMENT^092926000929^EA,,,,,,,,,,,,
"10355279^0206118187C^Samsill Corporation^18187C^7^BINDER;SPEEDY SPINE;3"";WE^^EA^",,,,,,,,,,,,
10348357^02016DS1109I^Robert Bosch LLC^DS1109I^21^10FT GLASS BREAK FRAME MOUNT ^^EA^,,,,,,,,,,,,
10352543^02058PS25GRAY^Salter^PS25GRAY^55^SCALE;POSTAL;ELECTRONIC;25#^^EA^,,,,,,,,,,,,
10150744^01102VZ01165^Ideastream Products^VZ01165^43^CN^BOX;STORAGE;SECURE^826030011652^EA,,,,,,,,,,,,
10386673^02016DSXN6D6X660AT^Robert Bosch LLC^DSXN6D6X660AT^76507^DSA E-SERIES EXPANSION UNIT 60X 6TB^^EA^,,,,,,,,,,,,
10320830^01794S0908860^Parker^S0908860^17^PEN;JOTTER;PREM;BALPNT;BKCE NON RETURNABLE^^EA^,,,,,,,,,,,,
10393633^020467043BL^SAFCO PRODUCTS^7043BL^336^CHAIR; THRILL TASK^^EA^,,,,,,,,,,,,
10421279^01822CD4SXSLR^Pentel of America, Ltd^CD4SXSLR^30^HILITER;HANDY-LINES;48PK;DS^^EA^,,,,,,,,,,,
10207945^01483MS7000M^Media Sciences^MS7000M^91^TONER;OKI 7000 SERIES;MA^^EA^,,,,,,,,,,,,
10389485^01982RSLVVCS25^Rebinder^RSLVVCS25^4^CD DVD SLEEVE W VIEW 25 PK^^EA^,,,,,,,,,,,,
10367587^02016VPK27B15BX^Robert Bosch LLC^VPK27B15BX^24^MNTING BRACKET FOR 1915 SIZE VASARIO CASH DRAWERS^^EA^,,,,,,,,,,,,
10358778^01975SE4W3CA^Rayovac Corporation^SE4W3CA^22^FLASHLIGHT;4W LED;GN^^EA^,,,,,,,,,,,,
9650643^00739PWHR12500W4FR119132^Eaton Corporation^PWHR12500W4FR119132^16000^8X5 BATT INSTALL SN EB072CBA04 ^^EA^,,,,,,,,,,,,
10482582^02261USB3AUB3MS^StarTech.com^USB3AUB3MS^10^10FT SLIM USB 3.0 MICRO B CABLE USB 3.0 A TO MICRO B M/M THIN^^EA^,,,,,,,,,,,,
9620214^00739LIFTGATEETNCTO^Eaton Corporation^LIFTGATEETNCTO^75^SKU FOR LIFT GATE ^^EA^,,,,,,,,,,,,
10336731^01954TEM547A^Quartet^TEM547A^221^BOARD;6X4;2 TOTAL ERASE;AL^^EA^,,,,,,,,,,,,
9605186^00723MS76BPK^Duracell^MS76BPK^2^BATTERY;SILVER OXIDE;1.5V^^EA^,,,,,,,,,,,,
9589216^00739FA000AA0A0A0A0A^Eaton Corporation^FA000AA0A0A0A0A^1326^FE500VA 120V 9M HARDWIRED I/O ^^EA^,,,,,,,,,,,,
9622150^00739M1L66X0X1XXXXXX^Eaton Corporation^M1L66X0X1XXXXXX^2595^M1 3BRKR BYPASS CABINET 400V 80A MBP MIB MIS^^EA^,,,,,,,,,,,,
9603416^00723MN1604B2Z^Duracell^MN1604B2Z^7^US^BATTERY;ALKA;9V;2^041333216010^EA,,,,,,,,,,,,
9549554^007399PZBBAY08013010^Eaton Corporation^9PZBBAY08013010^12478^93PM IBC-S WITH 3STRINGS OF Y08 BATTERIES^^EA^,,,,,,,,,,,,
9707135^00739Y03101011100000^Eaton Corporation^Y03101011100000^1735^RPM 208V R EQ IN/HW OUT/4/L21 20R^^EA^,,,,,,,,,,,,
9658062^0063920603OP^Deflecto Corporation^20603OP^12^US^BIN;TILT;HORIZONTAL;6-BIN^079916022055^EA,,,,,,,,,,,,
9708307^00739W2SU05NXXX0050^Eaton Corporation^W2SU05NXXX0050^2087^24X7 STARTUP 9390IT 40KVA ^^EA^,,,,,,,,,,,,
9709229^00739Y03114077100000^Eaton Corporation^Y03114077100000^1688^PW RPM 12KW 12X5-20R 20FT BLADEUPS^^EA^,,,,,,,,,,,,
10663462^026904250/XF^Xerox Corporation^4250/XF^4062^WORKCENTRE 4250 MONO PCSF 45PPM FINISHER 3TRAYS CUST PAYS FRT^^EA^,,,,,,,,,,,,
10690210^02460T25047^Trend enterprises, Inc^T25047^4^BANNER;YOU ARE RESPON;AST^^EA^,,,,,,,,,,,
10691109^02470N304003^Tripp Lite^N304003^8^3FT DUPLEX MMF CABLE ST/SC 62.5/125 FIBER^^EA^,,,,,,,,,,,,
10466407^020379B3400^Rubbermaid^9B3400^8^BRUSH;DECK^^EA^,,,,,,,,,,,,
9859166^0096831002175N^Gerber^31002175N^27^Bear Grylls 3 pc. combo.  contains weight:1.34 height:18 length:18 UPC '013658134744'^^EA^,,,,,,,,,,,,
9608133^00739FLN71XXX0068093^Eaton Corporation^FLN71XXX0068093^1715^1YR FLEX 24X7 NDR SNBE392T0007 ^^EA^,,,,,,,,,,,,
9606448^00739FL87NXXX204347^Eaton Corporation^FL87NXXX204347^3536^FLEX PLAN NDR SN FE4.3K25600 ^^EA^,,,,,,,,,,,,
9705856^007399EZCA0100000000^Eaton Corporation^9EZCA0100000000^4905^Eaton 9E Tie for 1+1 Redundant - UPS parallel tie cabinet - with maintenance bypass panel^^EA^,,,,,,,,,,,,
10592808^02144JU000061S1^SIIG, Inc^JU000061S1^14^1.5M USB TO SERIAL ADAPTER USB TO DB9 M/M^^EA^,,,,,,,,,,,
"10770916^02394883LS^The HON Company^883LS^516^US^FILE;LAT;3DR 36""W;CCL^089192854486^EA",,,,,,,,,,,,
10669364^02470BP72V152U^Tripp Lite^BP72V152U^537^UPS EXTERNAL BATTERY PACK 72V   2URM SMARTS ONLINE 3000VA^^EA^,,,,,,,,,,,,
10843894^02732OSC138V^BOSCH ACCESSORIES^OSC138V^20^OSC138V OIS 3pc Variety Plunge Kit  UPC- 000346435924^^EA^,,,,,,,,,,,,
10352481^01912E3068^Products, Inc.^E3068^3^POPPERS;PAPR LTR/NMBR;BRGHT^^EA^,,,,,,,,,,,
10383568^02037618100YW^Rubbermaid^618100YW^98^CABINET;LOCKING^^EA^,,,,,,,,,,,,
9055148^00280XL5300BTI^Battery Technology, Inc^XL5300BTI^138^BTI - Projector lamp - 180 Watt - for Sony KDS-70R2000, KDS-R60XBR2, KDS-R70XBR2, KS70R200A^^EA^,,,,,,,,
10779507^02700N28^Xstamper^N28^66^STAMP;CUSTOM MADE;PRE-INKED^^EA^,,,,,,,,,,,,
10774915^02394LVPM1H^The HON Company^LVPM1H^134^US^PAPERMANAGER;VERT;DESK;CY^645162626103^EA,,,,,,,,,,,,
10179541^01416FFL11^Maco^FFL11^1^LABELS;F/FLDR;CLY^^EA^,,,,,,,,,,,,
10457723^02037640108PCLR^Rubbermaid^640108PCLR^4^X-TRA COLD FOOD PAN COVER- 1/6 SIZE- CLEAR. Minimum qty required: 1^^EA^,,,,,,,,,,,,
10778919^02470SU3000LCD2UHV^Tripp Lite^SU3000LCD2UHV^1282^SMART ONLINE UPS 3000VA RM      208/240V 2700W 2U LCD USB DB9^^EA^,,,,,,,,,,,,
10386281^01947R9975^Quality Park Products^R9975^2^OPENER;LETTER;ENVELOPE^^EA^,,,,,,,,,,,,
10850023^02732HC5082^BOSCH ACCESSORIES^HC5082^138^SDS-max Speed-X  1  3/8 x24x29  UPC- 000346404609^^EA^,,,,,,,,,,,,
"10730026^0266338414BL^Wilson Jones^38414BL^4^BINDER;D-RNG;L/HLDR;1""-BE^^EA^",,,,,,,,,,,,
10672734^02212SDX250CAWW^Sony Corporation^SDX250CAWW^65^CRTDG;DATA;8MM;50GB;AIT 2^^EA^,,,,,,,,,,,,
10682435^02626540951PP^WATERMAN^540951PP^4^REFILL;ROLLERBALL;FINE;BK^^EA^,,,,,,,,,,,,
10009280^01233CB723756^JOHNSON DIVERSEY^CB723756^5^AEROSOL;DUST&ALLERGEN^^EA^,,,,,,,,,,,,
10901682^02790GPP12525^BALDOR ELECTRIC^GPP12525^282^0.08HP,DC,PSSH-0,2420P,TENV,GM, UPC 781568140741, Net Weight: 11^^EA^,,,,,
10901693^02790MM07372AP^BALDOR ELECTRIC^MM07372AP^267^M3AA 71 A 2P B3 .37KW, UPC 781568658864, Net Weight: 10.803^^EA^,,,,,,,,,,
10670275^026906R1219^Xerox Corporation^6R1219^200^TONER;DOCUCLR 240/250;BK^^EA^,,,,,,,,,,,,
"10905991^02735711434A^MAKITA ACCESSORIES^711434A^65^5/8"" x 36"" Spline", 4 Cutter  UPC - 088381912099^^EA^,,,,,,,,,,,
10859034^02790EM8003T^BALDOR ELECTRIC^EM8003T^621^1HP,1760RPM,3PH,60HZ,143T,0519M,TEFC,F1, UPC 781568542446, Net Weight: 58^^EA^,,,
10606829^02261IC485S^StarTech.com^IC485S^30^RS-232 TO RS485/422 SERIAL      ADAPTER CONVERTER^^EA^,,,,,,,,,,,,
10669685^026904622DN^Xerox Corporation^4622DN^1110^PRINTER;LSR;MONO;PHR4622DN^^EA^,,,,,,,,,,,,
10729375^02470PV1800HF^Tripp Lite^PV1800HF^241^1800W AUTO/TRUCK INVERTER 120V  12VDC 4 OUT 5-15R AUTO SHUTDOWN^^EA^,,,,,,,,,,,,
10687662^02698ALK/JU6584^X-Rite^ALK/JU6584^140^Judge II (6500K/TL84) LAMP KI weight:2.5 height:8 length:28.5 UPC 'ALKJU6584'^^EA^,,,,,,,,,,,,
"10687663^02698AL/SPL84^X-Rite^AL/SPL84^70^SPL II & III TL 84 36"" weight:1.75 height:8 length:38.5 UPC 'A-L/SPL84'^^EA^",,,,,,,,,,,,
"10687664^02698AL/SPLCW^X-Rite^AL/SPLCW^55^SPL II & III CWF 36"" - 2 LA weight:2.17 height:8.5 length:32.5 UPC 'A-L/SPLCW'^^EA^",,,,,,,,,,,,
10718980^02470P561006SLI^Tripp Lite^P561006SLI^7^6FT DVI DIGITAL/ANALOG MONITOR CABLE SINGLE LINK TMDS DVI-I M/M^^EA^,,,,,,,,,,,,
10427787^01812MIS672FDS^Peerless Industries Inc^MIS672FDS^130^KIT FDS CAM LOCK RETROFIT 200X200 NO CUSTOMER RETURNS TAA^^EA^,,,,,,,,,,,,
10427819^01812MODFPSKIT100B^Peerless Industries Inc^MODFPSKIT100B^116^1M FLAT PANEL SCREEN KIT BLACK TAA^^EA^,,,,,,,,,,,,
10816640^02790BC153^BALDOR ELECTRIC^BC153^223^APRM-ELECTRONIC F-B-R KIT FOR BC154, UPC 781568218549, Net Weight: 1^^EA^,,,,,,,,,,
10583380^02144CEMT0L11S1^SIIG, Inc^CEMT0L11S1^47^UNIVERSAL TILTING LP WALL MNT F/ 42IN TO 70IN LCD/LED/PLASMA TV^^EA^,,,,,,,,,,,
10618385^02261PCI2S2PMC^StarTech.com^PCI2S2PMC^9^2SER DB9 2PAR DB25 PCI/PCI-X 16C1050 RS232 EPP ECP SPP PS2 COMBO^^EA^,,,,,,,,,,,,
10210727^014386181PK^Marcal Paper Mills, Inc.^6181PK^11^US^TOWEL;MAXIROLL^043032061809^EA,,,,,,,,,,,
10589873^02144CBDP0M11S1^SIIG, Inc^CBDP0M11S1^12^Mini Displayport to HDMI Audio^^EA^,,,,,,,,,,,
10416565^01812ACCLA^Peerless Industries Inc^ACCLA^76^LAPTOP TRAY AND ARM FOR CARTS AND STANDS^^EA^,,,,,,,,,,,,
"10917333^02735794237B2^MAKITA ACCESSORIES^794237B2^3^3"" x  24"" Abrasive Belt", 60 Grit, 2/pk  UPC - 088381903776^^EA^,,,,,,,,,,
"10920130^02735794237C2^MAKITA ACCESSORIES^794237C2^3^3"" x  24"" Abrasive Belt", 80 Grit, 2/pk  UPC - 088381903783^^EA^,,,,,,,,,,
"10920131^02735794237D2^MAKITA ACCESSORIES^794237D2^3^3"" x  24"" Abrasive Belt", 100 Grit, 2/pk  UPC - 088381903790^^EA^,,,,,,,,,,
10845600^02790CECP3770T^BALDOR ELECTRIC^CECP3770T^1080^7.5HP,1770RPM,3PH,60HZ,213TC,0735M,TEFC, UPC 781568393932, Net Weight: 170^^EA^,,,,
"10866342^027331380SLIMK^BOSCH TOOLS^1380SLIMK^70^4-1/2"" Small Angle Grinder - 7.5 Amp & Case  UPC- 000346391473^^EA^",,,,,,,,,,,,
10818272^02790BR0010SP^BALDOR ELECTRIC^BR0010SP^11^9843 & 9746 RESISTOR & FUSE KIT, UPC 781568292952, Net Weight: 1^^EA^,,,,,,,,,,
10818414^02790BR0250^BALDOR ELECTRIC^BR0250^11^PLUG IN RESISTOR, UPC 781568293034, Net Weight: 1^^EA^,,,,,,,,,,
10818440^02790BC154SI^BALDOR ELECTRIC^BC154SI^751^SC#6228 KBPC-240D BLACK WITH SI-240D &, UPC 781568482650, Net Weight: 3^^EA^,,,,,,,,,,
10430177^01812PLPV8X4^Peerless Industries Inc^PLPV8X4^76^PLASMA ADAPTER PLATE BLK FOR VESA 800X400 TAA^^EA^,,,,,,,,,,,,
10639821^02470B136100WP1^Tripp Lite^B136100WP1^22^COMPONENT VIDEO AND AUDIO OVER CAT5 EXTENDER RECEIVER WALLPLATE^^EA^,,,,,,,,,,,,
10645595^02261USB2CUB1M^StarTech.com^USB2CUB1M^12^3FT USB TYPE-C/MICRO-USB CABLE M/M USB 2.0 1M^^EA^,,,,,,,,,,,,
10847716^02732HCBG0205T^BOSCH ACCESSORIES^HCBG0205T^9^Blue Granite Turbo Hammer Drill Bit 5/32x6 5pk  UPC- 000346313697^^EA^,,,,,,,,,,,,
10597190^02261HDMIACMM1^StarTech.com^HDMIACMM1^5^1FT HDMIACMM1 HIGH SPEED HDMI TO MINI HDMI M/M CABLE W/ ETHERNET^^EA^,,,,,,,,,,,,
10866502^027331297D^BOSCH TOOLS^1297D^44^1/4 Sheet Finishing Sander  UPC- 000346449464^^EA^,,,,,,,,,,,,
10597250^02261ET90110SC2^StarTech.com^ET90110SC2^61^10/100 MBPS MM FIBER CONVERTER  SC 2KM^^EA^,,,,,,,,,,,,
10848991^02790ECP4112T4^BALDOR ELECTRIC^ECP4112T4^4806^20HP,880RPM,3PH,60HZ,324T,1256M,TEFC,F1, UPC 781568463765, Net Weight: 600^^EA^,,,
